"","label","x","y","plot_type","plot_num","species"
"951","toro",21598.5653436138,10244.2576326831,"path",9,"torotoro"
"952","toro",22272.1283983058,10244.2576326831,"path",9,"torotoro"
"953","toro",22966.6968846748,10244.2576326831,"path",9,"torotoro"
"954","toro",23682.9258685781,10244.2576326831,"path",9,"torotoro"
"955","toro",24421.4908444597,10244.2576326831,"path",9,"torotoro"
"956","toro",25183.0883724266,10244.2576326831,"path",9,"torotoro"
"957","toro",25968.436735193,19166.9342012617,"path",9,"torotoro"
"958","toro",26778.2766155119,19166.9342012617,"path",9,"torotoro"
"959","toro",27613.3717947325,19166.9342012617,"path",9,"torotoro"
"960","toro",28474.5098731421,19166.9342012617,"path",9,"torotoro"
"961","toro",29362.5030127736,19166.9342012617,"path",9,"torotoro"
"962","toro",30278.188703376,19166.9342012617,"path",9,"torotoro"
"963","toro",31222.4305522734,19166.9342012617,"path",9,"torotoro"
"964","toro",32196.1190988563,19166.9342012617,"path",9,"torotoro"
"965","toro",33200.172654472,19166.9342012617,"path",9,"torotoro"
"966","toro",34235.5381685088,19166.9342012617,"path",9,"torotoro"
"967","toro",35303.1921214887,19166.9342012617,"path",9,"torotoro"
"968","toro",36404.1414460123,19166.9342012617,"path",9,"torotoro"
"969","toro",37539.4244764227,19166.9342012617,"path",9,"torotoro"
"970","toro",38710.1119280869,19166.9342012617,"path",9,"torotoro"
"971","toro",39917.3079072153,19166.9342012617,"path",9,"torotoro"
"972","toro",41162.1509521731,36065.1791194846,"path",9,"torotoro"
"973","toro",42445.8151072665,36065.1791194846,"path",9,"torotoro"
"974","toro",43769.5110300143,36065.1791194846,"path",9,"torotoro"
"975","toro",45134.4871329511,36065.1791194846,"path",9,"torotoro"
"976","toro",46542.0307610382,36065.1791194846,"path",9,"torotoro"
"977","toro",47993.4694057926,36065.1791194846,"path",9,"torotoro"
"978","toro",49490.171957279,36065.1791194846,"path",9,"torotoro"
"979","toro",51033.5499951464,36065.1791194846,"path",9,"torotoro"
"980","toro",52625.0591199259,36065.1791194846,"path",9,"torotoro"
"981","toro",54266.2003258461,36065.1791194846,"path",9,"torotoro"
"982","toro",55958.5214164602,36065.1791194846,"path",9,"torotoro"
"983","toro",57703.6184644205,36065.1791194846,"path",9,"torotoro"
"984","toro",59503.1373167766,36065.1791194846,"path",9,"torotoro"
"985","toro",61358.7751472168,36065.1791194846,"path",9,"torotoro"
"986","toro",63272.2820567181,36065.1791194846,"path",9,"torotoro"
"987","toro",65245.4627241117,36065.1791194846,"path",9,"torotoro"
"988","toro",67280.178108124,36065.1791194846,"path",9,"torotoro"
"989","toro",69378.3472024953,121077.675056589,"path",9,"torotoro"
"990","toro",71541.9488458337,121077.675056589,"path",9,"torotoro"
"991","toro",73773.0235879099,121077.675056589,"path",9,"torotoro"
"992","toro",76073.6756141534,121077.675056589,"path",9,"torotoro"
"993","toro",78446.0747301654,121077.675056589,"path",9,"torotoro"
"994","toro",80892.4584081198,121077.675056589,"path",9,"torotoro"
"995","toro",83415.1338969818,121077.675056589,"path",9,"torotoro"
"996","toro",86016.4803985357,121077.675056589,"path",9,"torotoro"
"997","toro",88698.9513112727,121077.675056589,"path",9,"torotoro"
"998","toro",91465.0765442555,121077.675056589,"path",9,"torotoro"
"999","toro",94317.4649031426,121077.675056589,"path",9,"torotoro"
"1000","toro",97258.8065506215,121077.675056589,"path",9,"torotoro"
"1001","toro",100291.875543572,121077.675056589,"path",9,"torotoro"
"1002","toro",103419.532449353,121077.675056589,"path",9,"torotoro"
"1003","toro",106644.727043679,121077.675056589,"path",9,"torotoro"
"1004","toro",109970.501092628,121077.675056589,"path",9,"torotoro"
"1005","toro",113399.991221419,121077.675056589,"path",9,"torotoro"
"1006","toro",116936.431872637,121077.675056589,"path",9,"torotoro"
"1007","toro",120583.158356727,121077.675056589,"path",9,"torotoro"
"1008","toro",124343.609997613,121077.675056589,"path",9,"torotoro"
"1009","toro",128221.333376411,121077.675056589,"path",9,"torotoro"
"1010","toro",132219.985676307,1067285.08308591,"path",9,"torotoro"
"1011","mega",0,17324.7489767658,"path",0,"megarhyncha"
"1012","mega",5953.11938350361,17324.7489767658,"path",0,"megarhyncha"
"1013","mega",6144.46748861393,17324.7489767658,"path",0,"megarhyncha"
"1014","mega",6341.96599907826,17324.7489767658,"path",0,"megarhyncha"
"1015","mega",6545.81260426485,17324.7489767658,"path",0,"megarhyncha"
"1016","mega",6756.21134777135,17324.7489767658,"path",0,"megarhyncha"
"1017","mega",6973.37283166553,17324.7489767658,"path",0,"megarhyncha"
"1018","mega",7197.51442729093,17324.7489767658,"path",0,"megarhyncha"
"1019","mega",7428.8604928482,17324.7489767658,"path",0,"megarhyncha"
"1020","mega",7667.64259797018,17324.7489767658,"path",0,"megarhyncha"
"1021","mega",7914.09975551525,17324.7489767658,"path",0,"megarhyncha"
"1022","mega",8168.47866081123,17324.7489767658,"path",0,"megarhyncha"
"1023","mega",8431.03393858905,4286.04939128707,"path",0,"megarhyncha"
"1024","mega",8702.02839785359,4286.04939128707,"path",0,"megarhyncha"
"1025","mega",8981.73329494663,4286.04939128707,"path",0,"megarhyncha"
"1026","mega",9270.42860506535,4286.04939128707,"path",0,"megarhyncha"
